V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
0.353398496,0.726813666,0.668260976,-2.424317309,-0.235357425,1.979633321,0.796794539,-1.709276181,-1.663668712,0.491109552
-0.174055486,0.961290564,0.293826662,0.080999364,0.183661843,0.166255035,-1.269599066,2.349493321,-1.412005407,-0.016961493
-0.544319353,1.800112333,1.011440176,-0.563716556,0.205420795,1.16546195,2.23632284,0.302265076,-1.042506602,-0.983542313
2.00571858,-2.070571484,3.055742369,-0.261350594,-0.454393259,0.157560555,0.933388728,0.302828276,-1.956150222,0.353536709
0.450424514,0.659550871,-1.031420728,-2.371022881,-0.324576308,-0.944298751,-0.765889998,-0.953779267,-0.39800445,-0.311217063
0.796092713,0.986428344,-0.794531662,-0.308817972,0.361444766,1.398791105,-0.05607042,-1.698873492,0.231852545,-0.119090671
1.772492853,0.343422165,-0.623049782,-0.439522294,-0.50529679,0.186035137,0.176417798,0.915848207,0.320176726,-0.366687297
-0.940611295,0.634702931,-0.062488482,0.182837868,1.103641018,1.752035619,-0.95381646,1.644080457,-0.866733529,0.266352192
0.222370495,-0.27690851,1.394253041,-0.658912,0.660531281,-0.0132557,-0.931480299,1.214689143,-2.088340366,-0.526152469
-1.541402567,0.19432107,0.264422549,-1.118735169,0.650952956,-1.032900239,0.659201499,0.2378294,0.715275947,-0.938483039
0.09535401,-0.46281942,-1.468882156,0.152686506,1.773762611,-0.648070934,-0.199817476,0.689243733,0.03614551,1.943536312
0.737213734,2.321333933,0.348909346,-1.133916661,0.421335268,-0.924556257,-1.007062366,-0.18947433,0.9339167,0.34391
0.814020276,0.915341002,-0.17185213,-2.402231114,0.795906852,2.169115869,0.058383499,-1.35491445,-0.367550766,-0.934517579
-0.04163922,0.676112006,0.866436147,0.235175025,-0.933970133,0.813252167,1.348318555,2.251882776,-0.493652434,0.474092599
1.193691666,-0.116395472,0.524858556,0.214421481,-0.134449535,0.168509103,0.96473277,0.408778914,-0.466438215,-2.239782976
-0.795063185,-0.019955117,-2.514425122,2.210952032,-1.48876223,-1.160751876,1.457738225,-2.189875949,0.739062681,-0.344008769
0.455876742,0.878110263,-0.958463923,-0.705844846,-2.996949303,-0.961052324,0.380188254,0.50506759,2.027056004,0.064627029
0.463658648,0.074778333,-0.486836236,0.748910821,0.464234581,0.129420458,-0.815460652,-0.040150452,0.781416978,0.676452747
-0.482652526,-0.669113468,0.512801322,1.048909929,0.121058163,-0.313292885,-0.88067073,-0.419286891,-1.482751678,-0.697318199
1.134965089,1.111931845,-0.870777634,0.210731585,0.069395647,-1.662648853,0.81083998,-1.912345796,-1.246753429,0.998154445
-0.540872745,-0.216375791,-1.621937293,-1.450963965,0.350909731,-0.174546929,-0.59142847,-1.334027261,-1.097298501,2.036103609
-0.326489593,0.774005212,0.785006401,0.76324608,0.29480876,-1.252355924,-1.009503753,0.751391195,-1.308353513,0.527540097
-0.533539574,-0.398376014,-0.78956945,-0.230141136,0.877184842,0.453733178,-0.232464148,0.870005525,1.656003734,-0.006368929
0.470489453,0.278218649,-0.977902941,-0.926586142,1.919770463,0.881277788,0.742081772,0.147573404,0.485388565,0.15185604
0.041998754,0.223422312,-1.010465086,2.401222102,0.80196179,-0.251207959,1.212889371,-0.627258086,1.711158507,-0.394373553
-2.321490856,1.364119195,1.132229133,-0.774316319,-1.410374966,-1.834527581,-0.269013538,-1.833928577,-0.814468019,0.163572122
0.855519222,-0.819963127,-0.12360276,0.254948236,1.718926338,-0.958543528,-1.604310262,-1.845609422,0.555737185,-0.060119191
0.772086304,-0.140839387,0.393093926,0.224218574,0.023541985,-0.62296266,1.262009381,-0.405774043,0.666763771,0.164639155
1.781524475,0.711213964,-0.337691156,-0.009148952,-0.125309208,-2.090846097,1.697393895,1.063881154,-0.766616636,0.382007559
0.241895904,-1.132759411,1.489907414,-0.248247105,0.183583708,0.404871009,-0.994124469,-1.08542933,-0.048542555,0.576085601
0.073830532,0.705945571,0.334980103,0.545387806,-1.402905906,0.677053891,-0.789800446,-0.465728889,-0.104852065,-1.647851087
-0.099536952,-0.439857637,-0.718511452,-0.554597596,1.245489177,-1.258921351,-0.215384481,-2.47196171,-0.67416932,-0.501297185
1.542325788,-0.962018065,-0.872179536,-1.397629618,0.179805167,1.154091988,-1.19853361,-0.425724401,1.366308609,-0.684297395
0.685512208,0.389503543,-1.305395924,1.216888011,0.795174018,-0.488202509,-0.903993455,-0.390418418,0.814063415,-0.56424928
-1.874205319,-0.142904711,0.77190401,-1.15911793,-0.237915528,-1.222193326,0.116806213,-0.132499628,-0.033684776,-0.622326418
-0.709363462,0.871445414,0.105138019,-0.186935268,-3.213188532,-1.275618703,0.762906318,-0.406815143,-1.208317784,-0.439322657
-0.375580746,-0.501442395,0.496612576,1.520880938,0.988091828,1.246122534,-0.329867327,0.844344714,-0.981075755,-0.139221405
2.185437906,-0.01282801,-0.305308926,-0.584213461,0.771268502,2.106189362,0.412157037,-0.261264878,2.073783646,-0.778830223
1.131532513,-0.421345128,-1.02174737,1.218305379,-1.799760675,-0.308249938,0.015515243,-0.442317719,-1.638007733,-0.641401156
-1.557035744,1.923163653,-1.856829628,-2.106118436,0.697648527,0.907444408,-0.195988199,-0.206820488,0.72504317,1.398718955
-1.590555149,1.304497077,0.196011734,-0.339343445,1.26514414,0.939773685,1.277952486,-0.291160144,0.77617245,0.295725633
-0.517199555,1.757233024,0.161726819,-0.054684376,0.528971601,0.389734521,-0.705771415,-0.053178475,2.606444489,-0.072593105
-0.296271891,0.734330336,0.401480746,-0.538301076,-1.082722811,0.847801408,0.118845015,0.482247223,-0.291324805,-1.652110271
0.069094598,2.3905767,-1.461771686,-0.984806293,-1.336053745,-0.365131612,1.381454248,-0.153317256,-0.255571634,-1.288627104
0.065266417,1.035326421,2.260215792,1.314696275,-0.870023346,-0.503130035,0.607455555,-0.010041416,0.2753303,-1.312298783
-0.426529867,-0.926404248,-0.928557925,-0.718900602,-0.41479057,-0.005667893,0.633448919,-0.509180774,-0.857008619,1.616167577
0.993866407,0.696845859,1.699970673,-0.977741945,2.048817582,1.226449324,0.307023012,0.624332984,0.061341442,-0.110825791
-1.57623356,0.742589846,2.142323398,2.089772957,0.169794327,-0.107877789,0.181994495,1.145928178,1.477298823,0.407944153
1.114278735,-0.027075844,0.497722203,1.185640014,3.639573627,-0.054002596,-0.668147317,0.445807957,-0.405825246,0.635283145
0.341248399,1.316167163,-0.959776484,-1.205575211,1.567573058,0.2252858,-0.922410657,-1.07377241,-0.552358286,0.590461401
-0.527275411,1.341846164,0.243844628,0.195880789,-0.015519729,-0.297577328,-0.167679147,1.15647858,-1.338764009,1.086768775
-0.350684197,0.734723245,-0.058414484,-1.345812904,0.346905269,-0.638404647,1.124392355,-0.827733031,-1.787780138,-0.854010003
-0.572022722,-0.825930679,-0.237584094,-0.595326496,-0.410742195,0.327991438,-1.163646612,0.760177665,-0.002555836,-0.038227771
-2.03623742,-0.301229079,-0.555646104,0.847295416,1.390820511,1.231246215,-1.113337462,-0.796053893,-0.089519877,-1.059656888
-1.604312194,0.791350666,0.068156528,0.614396,-1.203067753,-0.340454835,-1.171248634,-0.829414768,0.229212042,-0.814992918
-0.993445515,-1.306168459,-1.434221772,-0.862847933,1.703799204,-0.655632596,-1.113168626,-1.405505446,-0.150643687,-0.394006912
0.25206932,-0.282706438,0.867667613,0.720091121,1.056069601,0.24350206,1.114362662,-0.076552714,0.932925054,-0.157981739
-0.681509515,-1.220101091,-0.708912992,-0.748679598,0.576077526,-0.052099464,-0.630337174,-0.898336066,1.512685876,-0.236749293
-1.248803422,-0.430009336,0.093299436,0.833041089,-0.084932478,0.111853039,-1.039435943,0.796422814,0.099903376,0.736959753
1.546881334,0.178920972,-0.282546592,-0.767298779,-0.57640424,-0.91485584,0.369910961,-1.467684363,-1.745361978,-0.667381804
1.084279006,0.122831641,-0.494249395,0.669588184,-0.351478853,-0.114980401,0.072986942,1.088774613,1.292568738,1.282511294
0.979056118,0.329469783,1.879635718,2.042899031,1.328576373,-0.219668644,-1.040047432,0.192949783,-0.555236252,0.27499089
-0.550513405,0.921259893,2.189455992,0.96399479,0.741818476,0.037356565,2.180833686,-0.079585204,1.376295029,1.575316677
0.160376978,-3.253220073,-0.329930487,0.457089826,-1.304103757,-1.291173439,0.906379732,-2.795961495,0.233560571,-0.269035939
-0.658545055,0.063345793,0.054476839,0.247009323,0.124035548,-0.5352567,0.258482591,1.387708868,0.667170446,1.497049452
-0.274880403,0.583075843,0.503358526,-0.743247682,-0.816877585,1.870283681,-0.827253044,0.950712694,-0.266172351,-1.099082182
-1.534217543,-1.20630986,-1.950025273,-0.88404003,0.973405985,-0.580971316,1.736767382,-0.172675318,-0.937992532,-0.28459366
-0.589018102,-0.443931426,0.059996573,0.082232949,0.758397524,0.539662991,0.776647647,0.132171665,-0.8068653,0.449350086
0.412641457,-0.403614049,-0.388088277,1.095187748,1.340480043,0.114405547,-0.39226462,1.652357843,-1.243697609,-0.911925871
0.850043472,-0.925312995,0.893581214,-0.941009738,0.538952094,-0.181974398,0.891767595,1.329208205,-0.103466125,0.615064611
-1.799772395,-0.262705142,-1.210141877,0.204477253,-0.013994105,-0.23520084,-0.188318654,0.951283069,-0.154014786,1.854244505
-1.904167354,0.359299702,2.114534946,-1.135748987,-0.796255986,-0.39756945,0.091724042,-0.238694074,-0.461962364,1.926340607
0.122054815,1.092050577,-2.972257475,1.128489051,1.312000129,-0.482607973,-0.224858997,1.667765311,0.041218532,1.038174846
0.587642933,-0.158299577,-0.292085415,-1.419898963,-2.138318025,-0.022500105,0.269770954,-0.502969399,0.63080739,0.474565208
-0.340659062,0.04960156,1.295263191,0.314624205,0.801572504,0.486058896,1.725561057,0.102432861,-0.989837075,-0.460441209
0.237661492,-0.269397264,-0.16955407,0.664868973,-0.775550915,-1.919261131,2.01933254,0.435210515,1.050168832,-0.312114841
0.093617617,-2.153187751,0.357993071,0.467864811,-0.906688835,-0.529349916,1.343576717,0.469434057,-0.253105088,0.369103715
-1.34670719,1.171935426,-1.908736345,-1.004390811,0.676687514,1.152321744,-1.732759918,0.601308857,0.341650314,-0.035281009
-0.62616502,-0.85597121,0.151777842,1.206372694,-1.488577883,-1.050374123,1.637874117,-1.207334181,-2.626155085,0.017463266
0.344194027,0.012719837,-0.873450133,0.342800284,-0.177387754,0.921433255,0.300944402,0.693386753,0.325471906,0.408051023
0.759842256,-2.28715352,0.517838262,-1.347236258,0.363159859,1.314752565,-0.448305911,-0.808164468,-0.086268499,1.585424273
0.101057448,0.148762212,-0.546434668,-0.527675587,-0.139871559,-1.589411414,1.234104166,-0.335454848,-2.001002507,-0.017458403
-0.240966896,-1.791989399,2.049691511,-1.117217612,-1.353549545,0.451302311,1.033227425,-0.195885695,0.227310387,-1.10219975
0.955277369,0.312830446,0.101005713,0.748115414,0.998960895,-0.732515309,0.48089524,-0.989450308,2.229559048,0.4567366
-0.035815444,-0.490442706,-0.220566611,-1.101209361,0.063470471,0.583525933,-0.513358846,-0.812552122,-1.629319906,0.568905707
0.333783307,-0.211322559,-0.55109793,0.258361129,-1.375210446,-1.472754149,-1.445209673,-0.361288425,0.790709965,0.714657846
-0.565153517,1.418014303,-1.145756781,-0.492817823,-0.733052274,0.15923208,-1.751192959,1.184830867,1.207031601,0.977649327
-0.081991744,1.156263423,0.486796337,0.958848663,0.177792371,0.292250881,-2.113340685,-0.538047911,1.014025585,0.101269641
-1.218707372,-0.958376793,-0.555797485,2.121875912,-0.179589988,-0.644735408,-2.092583772,-1.901870838,1.222250276,-0.851220441
1.621202883,-0.329102802,-2.326409527,2.192998,-1.082479976,-0.506360967,0.095918957,-0.120165258,-1.51866763,-1.510585063
1.395604928,-0.708421944,0.827938353,1.707755837,-0.779166557,-0.706899069,-1.992902511,1.899876533,-0.756206936,-0.37795578
-1.363954801,0.741958159,1.610975996,0.227387447,-0.400515674,-1.6695804,1.490701097,0.691487433,-0.040977477,1.204344853
1.298514964,-0.462217021,-1.225773748,0.963266754,0.693211228,-0.501393166,3.153971417,-2.549106895,-0.008138085,1.138780641
1.482346468,0.975845009,0.148350293,0.788908757,0.55758122,-0.027394393,-0.877074959,1.216243471,-0.351249812,-0.294393117
0.253137809,0.011497986,-1.975783962,-0.426326724,0.61230256,1.230814109,-1.270807808,-0.650555664,-2.443166237,0.996548595
0.005113528,0.791024764,-0.563191537,0.213826203,0.977082664,-0.234161103,0.848660554,0.653970891,-1.590570026,0.309423133
-2.48598219,-0.278439107,-0.552433759,0.876042073,0.293483694,-0.597222047,-0.157203603,0.18418506,-1.013032014,-0.679843405
-1.242693614,-1.535018736,-0.524540013,-0.018527385,-1.568147171,0.467851674,-0.667828864,0.31108236,0.142551004,-0.374034721
-1.944926376,-1.597681314,-2.540657861,1.36204725,-0.360666003,1.936397311,-1.455883798,1.481905708,1.076119636,-0.757488401
0.714085544,0.581384629,-0.146723902,1.506981777,-0.279532643,2.027738733,-1.195740196,1.312317892,-0.524007513,0.354249509
-0.071674488,-0.133144306,-0.088077384,0.917788931,0.031439264,1.358930582,0.113494845,0.174306546,-0.053480405,-0.424758034
0.207911552,0.992922918,0.813857888,0.996005584,1.732744271,0.357042034,0.155726335,1.552788656,-0.064069618,-1.008218758
-0.892895524,-0.654514621,-1.433782829,1.418184353,-0.593885665,1.118971798,2.384081563,-0.403286494,0.370108558,-0.575293014
2.919228807,-1.07891479,1.178491329,0.869602773,0.93116631,1.024681228,0.612975056,0.608190081,-0.89289171,0.452035606
-0.374712307,2.840185145,0.732393453,0.840518928,-2.219652117,-1.327463782,-0.976660698,-0.587075872,-0.568012815,0.643640957
-0.237307108,-0.298578026,1.189562559,-2.108941204,-0.073282004,0.863402869,1.074707461,-0.20585263,-0.433613832,-0.182223784
-0.431078673,-0.42460961,-1.353819676,-0.196594949,0.234116137,-0.557206294,-1.113325275,-1.630635426,-0.387823881,1.722632017
-0.5585003,-0.636660846,2.781387134,-1.957255876,0.142527896,0.664498799,-0.478627492,1.183689583,0.805437291,0.053317758
-1.167346415,0.323350156,-0.320783022,-0.885950264,0.151278172,0.579363472,-0.079166826,0.848767635,-2.511033487,0.738477114
-0.570994285,0.286539016,1.147619856,0.139558702,0.088926609,-2.630159317,-1.217220832,0.749152579,-1.415932924,-0.112382662
0.304032006,-0.354012805,-0.85124249,-1.461173075,0.264251846,-1.907357944,-0.925231266,-0.111571293,-0.965234425,-0.162898924
0.860184055,0.018098775,0.137262456,1.598886071,-0.111300849,0.285455874,-1.983909896,0.030740218,-0.760004886,-1.224013218
1.002366653,-0.021541423,0.945321339,-0.908491216,-2.402202227,0.162938048,0.943208931,2.54460486,0.887190933,1.060436766
-0.615747889,0.352854881,-0.475328128,0.42205637,-1.183559154,-0.383749583,-1.459665806,0.045773224,0.452456114,0.05756587
-0.638693853,-0.238681318,-1.642902622,-0.222574571,-1.775568451,-0.015465903,1.751046874,0.704206506,1.481019324,1.352887912
-0.329957836,0.363498741,-1.827662733,0.893777744,-0.719124934,0.94050952,-1.871157591,1.147002717,-0.502991095,1.425898368
-0.019339956,-0.638073726,0.498271,-0.058246735,-0.626216778,-0.894620761,2.410060215,-0.949647251,0.559151501,-0.21141469
-1.017854802,-1.390190989,-1.488629309,-1.406044634,-1.496235482,0.686145924,-0.236761631,1.999142429,0.633238683,1.648197547
0.502718643,0.845467412,0.467247396,-0.402055064,0.923526703,-0.008055641,1.033784238,-0.799126982,1.004233021,-0.311973356
-0.886149585,-1.922254896,1.619700744,0.519269905,-0.055849932,0.69641761,0.053515679,-1.310283497,-2.123066058,-0.208078589
-0.31278658,-1.05823571,0.417223596,-0.315451534,0.825549134,1.291272038,-0.625104978,-0.875146755,0.143356943,1.425189633
-1.734749426,-0.837404647,-0.715752615,0.374820958,2.383327962,-0.463912962,-0.426500402,-1.703095214,-1.041497356,0.768734962
-0.745320377,-0.486471496,-0.353039445,-0.062300524,1.61961511,1.246211406,2.008589956,-1.854419513,-0.462714382,1.043103833
-0.303837521,0.3180807,-0.648749008,-1.868904344,-1.206996579,1.897258058,-0.261585559,1.787981716,0.867300516,0.702580938
1.62353224,-1.590158709,-0.609991215,-0.313281134,-0.922129768,-0.256480608,-2.082854637,-1.417153979,0.61078101,0.241520798
1.303964823,-0.334528578,-0.384539895,-0.421168212,-0.958355233,0.249116308,-1.17887937,0.495593283,-0.177704306,0.774733936
1.247946376,-0.416216757,-0.429717936,-0.046525225,-0.658591541,1.602584077,-0.063672049,0.868827634,0.378375481,1.415688169
-0.209026757,-2.678044592,0.609180471,-1.033640177,0.497391496,-0.973892337,-0.094471908,-0.553976694,-0.245759576,-0.654785609
-0.983805243,0.196407461,-1.216526312,-0.285042864,-0.300346065,-0.638620501,1.742847896,-1.869400596,0.031184492,-1.20911413
-1.341050948,-0.045707226,2.187991116,1.422095796,0.183247021,-0.652932838,2.042559316,-0.234491195,-0.891424767,-1.357470306
-0.584027988,1.668095117,1.085743356,0.557528329,-1.636832819,-0.27153803,1.091798554,-0.31375326,-0.682023897,0.052080686
-0.709296468,-0.354708314,2.395033342,0.551009937,1.248785895,0.049470152,-0.455548815,0.657889402,-1.485467412,1.469184549
